(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B08ZQL8Y52,B07C6PKL61,KimberBell - That's Sew Chenille: Christmas Hot Pads Machine Embroidery CD,RB-KB-KD547,655,6,0.01%,0.01%,851,7,0.01%,0.01%,99.61%,100.00%,23,0,3.51%,0.00%,$804.58,$0.00,23,0
B07DHD8G2B,B07DHD8G2B,"Sea Foam Motor Treatment Fuel & Oil Additive, SF16, 16 oz, Pack of 12",RB-SEA-SF16-12,"3,729",239,0.08%,0.29%,"4,950",322,0.08%,0.29%,1.35%,1.63%,23,5,0.62%,2.09%,"$3,197.00",$695.00,23,5
B0C5KDXBL9,B08G8HNQVL, ,RB-VIN-Rg-Tau-E44,"1,025",15,0.02%,0.02%,"1,504",19,0.02%,0.02%,81.96%,66.67%,23,0,2.24%,0.00%,"$2,262.00",$0.00,23,0
B0B1G8RHWR,B0B1G8RHWR,"Kimberbell Stabilizer Slap Bands: Add-On, Set of 3 Color-Coded & Labeled Silicone Organization Bands, Each One Sized: 9.5” x 1”, Organize Your Craft & Sewing Room, Easy to Use, Durable",RB-KB-KDST142,820,12,0.02%,0.01%,"1,024",14,0.02%,0.01%,99.79%,100.00%,23,0,2.80%,0.00%,$321.54,$0.00,23,0
B01FJYXKFS,B0B44FZ3Y9,"Myogenix Myolean Whey Protein Powder - 20 Grams of Protein per Serving, 100% Whey Powder for Women and Men - Delicious Cookies and Cream Flavor 5 LBS",RC-MYO-WHEC&C5LB,806,18,0.02%,0.02%,993,22,0.02%,0.02%,79.52%,77.27%,23,0,2.85%,0.00%,"$1,724.77",$0.00,23,0
B0CBL376H3,B0C9HCLVS6,Nadri Heart Stud Earrings For Women - Rhodium Plated Heart Earrings - Silver Studs - Valentines Jewelry for Women,RB-NAD-AD41578RCZ,693,8,0.01%,0.01%,913,8,0.01%,0.01%,99.76%,85.71%,23,0,3.32%,0.00%,"$1,265.00",$0.00,23,0
B0D7XG7RGX,B0CVM4ZGFF,"Kimberbell Quilting Through The Seasons Ladder Quilt - Machine Embroidery Design CD, Quilting Templates, Embroidery Patterns, Winter, Spring, Summer & Fall Designs, RB-KB-KD815",RB-KB-KD815,383,10,0.01%,0.01%,494,14,0.01%,0.01%,88.65%,100.00%,23,0,6.01%,0.00%,$809.82,$0.00,23,0
B0D1RKB72B,B0D1DK5WXD,Nadri RSVP Wedding Earrings for Women - Rhodium Plated Cluster Earrings - Bridal Jewelry and Wedding Gifts - Bridesmaid Proposal Gifts - Hypoallergenic Jewelry,RB-NAD-HO40881RCZ,563,18,0.01%,0.02%,738,22,0.01%,0.02%,99.51%,92.86%,23,0,4.09%,0.00%,"$1,125.00",$0.00,23,0
B0DGB4SK7B,B0DGB4SK7B,"Sea Foam Truck & SUV Motor Treatment Fuel & Oil Additive, ST20, 20 oz, Pack of 6",RB-SEA-ST20-6,761,45,0.02%,0.06%,993,67,0.02%,0.06%,98.13%,94.87%,25,7,3.29%,15.56%,"$2,325.00",$651.00,23,6
B0C54G1WYP,B0055E9YVC,"Canine Caviar Braided Bully Sticks for Dogs 6 Inch Braided Dog Chew Sticks for All Breeds and Life Stages, Braided Bully Sticks for Large Dogs, Medium Dogs, and Small Dogs (6 Pieces)",RB-CAN-810737,81,1,0.00%,0.00%,114,1,0.00%,0.00%,95.45%,100.00%,24,0,29.63%,0.00%,$399.28,$0.00,22,0
B00U1BZXY6,B00U1BZXY6,"Canine Caviar - Special Needs: Chicken & Brown Rice Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (11 Pound Bag)",RC-CAN-801131,140,5,0.00%,0.01%,176,9,0.00%,0.01%,56.79%,75.00%,25,0,17.86%,0.00%,"$1,124.75",$0.00,22,0
B01N12T1Y4,B01N12T1Y4,May Flowers Bench Pillow Embroidery CD by Kimberbell (KD521),KB-KB-KD521,351,1,0.01%,0.00%,472,1,0.01%,0.00%,99.25%,100.00%,22,0,6.27%,0.00%,$769.56,$0.00,22,0
B07QXTYXJV,B07QXTYXJV,White Knight M12x1.50 Black Chrome Factory Style Lug Nuts for Select Toyota Lexus Kia Genesis - Med Mag W/Washer - Carbon Steel for Durable Construction & EZ Installation - 5307BK-4 (4 Pack),RB-WHT-5307BK-4,425,9,0.01%,0.01%,634,13,0.01%,0.01%,86.59%,92.31%,33,0,7.76%,0.00%,$461.67,$0.00,22,0
B0D97PFXFK,B09TFTWJNT,"SOLSTICE Inflatable Dock, Hexagon Floating Mesh Platform 8ft x 6in w/Pump, Multicolor",RC-SOL-038150,"2,462",59,0.05%,0.07%,"3,295",95,0.05%,0.09%,87.32%,97.14%,22,1,0.89%,1.69%,"$12,538.70",$589.33,22,1
B0C91T368T,B0BQT9X5Z6,"OMG Nicole Luxurious Ultra Soft Minky Blanket, Demi Rose in Merlot, 60x72"" Super Soft Fluffy Throw, Throw Blanket for Couch, Bed, Sofa, Premium Quality Handmade in the USA",RB-SS-N1253,"2,606",39,0.05%,0.05%,"4,799",80,0.07%,0.07%,97.44%,92.59%,22,0,0.84%,0.00%,"$3,399.80",$0.00,22,0
B0DH8ZHQL5,B0DJPSPZVG,"Nadri Poinsettia Pin - Christmas Brooch Pins for Women, Xmas Brooches Set Festive Holiday Ornaments Party Gift Costume Jewelry Set",RB-NAD-HH40436RMW,"1,043",20,0.02%,0.02%,"1,341",34,0.02%,0.03%,99.92%,100.00%,22,1,2.11%,5.00%,"$1,862.00",$98.00,22,1
B07CYWNPL2,B07CYWNPL2,EFFITIX PLUS Topical Solution for Dogs - Waterproof Dog Flea and Tick Treatment for X-Large Dogs (89-132lbs) 3 Doses by Virbac,RB-VB-063679,227,2,0.00%,0.00%,337,2,0.01%,0.00%,56.21%,100.00%,26,0,11.45%,0.00%,"$1,106.30",$0.00,21,0
B084WCY9V8,B084WCY9V8,VetOne Advita CritterCups 3 in 1 Probiotic Treats for Small to Medium Dogs 30 Count,RC-V1-510254,365,6,0.01%,0.01%,473,10,0.01%,0.01%,39.64%,50.00%,29,0,7.95%,0.00%,$637.05,$0.00,21,0
B0C78H2KQ4,B08CVTHK9P,"Learning Dynamics 15 Minute Math Program – Numeric & Math Learning Program Includes Flashcards, Manipulatives, Parent Guide Book – Learn Counting, Order, Value, Math Equations for 4-7 Year Olds",RB-LD-MathKit,"1,904",53,0.04%,0.06%,"2,310",65,0.04%,0.06%,48.64%,58.33%,22,4,1.16%,7.55%,"$1,077.92",$195.92,21,4
B0C91T368T,B0BRPPT8MD,"OMG Casey Luxurious Ultra Soft Minky Blanket, Wild Rabbit in Sandshell 60x82"" Super Soft Fluffy Throw, Throw Blanket for Couch, Bed, Sofa, Premium Quality Handmade in the USA",RB-SS-C-123,"2,207",47,0.05%,0.06%,"4,823",106,0.07%,0.10%,99.85%,100.00%,21,0,0.95%,0.00%,"$4,179.00",$0.00,21,0
B0CV1XXCPR,B0C4RZJG9J,"Galway Bay All-Weather Men's Golf Pants - Chino Style Golf Pants Men are Sure to Love, Waterproof Pants for Men, Breathable High Stretch Golf Pants for Men, Rain Pants for Golf Black",RB-GAL-GB1451BK-32x32,893,14,0.02%,0.02%,"1,344",23,0.02%,0.02%,99.81%,100.00%,21,0,2.35%,0.00%,"$3,028.95",$0.00,21,0
B0CGT9RV2P,B0CGMPSLRD,"Biovanta Immunity Throat Spray, 10ml, Natural Immune Support and Soothing Sore Throat Relief, Respiratory Defense, Prebiotics to Support Gut Health",RB-BIO-850013294138,314,9,0.01%,0.01%,467,18,0.01%,0.02%,36.09%,50.00%,28,0,8.92%,0.00%,$363.72,$0.00,21,0
B0DVMSZXDT,B0DVMSZXDT,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Medium | 60 Count 2- Month Supply",RB-VB-125908,248,8,0.01%,0.01%,381,9,0.01%,0.01%,91.99%,100.00%,21,0,8.47%,0.00%,"$1,420.27",$0.00,21,0
B00B2FCUMS,B00B2FCUMS,"White Knight 3804-20AM Chrome 1/2""-20 Spline Lug Nut with Key, 20 Pack",RB-WK-3804-20AM,524,15,0.01%,0.02%,780,20,0.01%,0.02%,22.67%,50.00%,20,1,3.82%,6.67%,$455.81,$23.99,20,1
B08XR2VCYX,B07ZZJBBJ6,"Kimberbell Machine Embroidery Design CD: Over-The-Edge (Spring & Summer) KD588, Includes: Directions & Unique Designs with a Variety of Techniques, Beginner to Advanced, Machine and Handwork Elements",RB-KB-KD588,"2,668",37,0.06%,0.05%,"3,451",46,0.05%,0.04%,99.78%,100.00%,20,0,0.75%,0.00%,$779.60,$0.00,20,0
B099XCJBXT,B099XBMR19,"Pawlife Dog Fish Oil Supplements - 60 Omega 3 Fish Oil Dog Vitamins, Veterinarian Formulated Itching Relief for Dogs, Natural Omega 3 Fish Oil for Dogs, Dog Skin and Coat Supplement (Salmon Flavor)",RC-PAW-OPSC-60,243,5,0.01%,0.01%,324,6,0.01%,0.01%,20.39%,83.33%,20,0,8.23%,0.00%,$479.40,$0.00,20,0
B0CBL1XZVP,B0C9S9HCFZ,"Nadri Heart Stud Earrings for Women - Rhodium Plated Heart Studs, Women's Jewelry, Bridesmaid Proposal Gifts, Bridal Gifts and Wedding Jewelry",RB-NAD-AO36354RCZ,821,16,0.02%,0.02%,"1,412",20,0.02%,0.02%,99.49%,100.00%,20,1,2.44%,6.25%,"$1,135.00",$60.00,20,1
B0D2DRHCF5,B0D1DZXMWM,"NADRI Wedding Earrings - RSVP CZ Leaf Linear Earrings, 2in x 3/8 in, Wedding Jewelry, Prom Earrings, Earrings for Bride & Bridesmaids Rhodium Plated",RB-NAD-HO40888RCZ,386,13,0.01%,0.02%,531,29,0.01%,0.03%,99.55%,100.00%,20,1,5.18%,7.69%,$925.00,$185.00,20,1
B0F2TP8DML,B0DVMSZXDT,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Medium | 60 Count 2- Month Supply",RB-VB-125908,233,17,0.00%,0.02%,328,19,0.01%,0.02%,96.62%,100.00%,21,0,9.01%,0.00%,"$1,396.29",$0.00,20,0
B000HHLRGW,B000HHLRGW,AniMed Brewers Yeast Pure (2 lb)_DX…,RB-ANI-091587M,741,16,0.02%,0.02%,969,21,0.02%,0.02%,0.00%,0.00%,19,1,2.56%,6.25%,$379.24,$19.96,19,1
B00B2FC8KW,B00B2FC8KW,"White Knight M14x1.50 Duplex 7 Spline Lug Nuts with Key (for Aftermarket Wheels), EZ Installation, Durable Carbon Steel with Stylish Triple Layered Chrome Finish, 3809L-4AM (4 Pack)",RB-WK-3809L-4,453,16,0.01%,0.02%,615,22,0.01%,0.02%,43.17%,94.12%,19,1,4.19%,6.25%,$275.31,$14.49,19,1
B0C4Y8TW1V,B00BXEN4BO,"Feline Caviar Dry Cat Food - Leaping Spirit: Venison & Split Pea - Holistic Limited Ingredient Grain Free Dry Cat Food Entrée for Short or Long-Haired Cats, Nutritious for All Stages of Life, 4.4 lbs",RB-CAN-902500,240,4,0.00%,0.00%,292,4,0.00%,0.00%,96.03%,100.00%,19,0,7.92%,0.00%,$614.52,$0.00,19,0
B09HWNSTPG,B00DNPGY0E,"White Knight 1909ST-4 Chrome M14x1.50 Stainless Steel Capped Acorn Lug Nut, (Pack of 4)",RB-WK-1909ST-4,153,4,0.00%,0.00%,208,6,0.00%,0.01%,100.00%,100.00%,23,1,15.03%,25.00%,$333.27,$14.49,19,1
B07WNY117R,B07WNY117R,"White Knight M14x1.5 Solid Piece Factory Style (1.78"") for Silverado, Suburban, Tahoe, Traverse, Sierra, Yukon, Escalade, XT’s and GM New EV SUV Trucks - 1709DL-4 (4 Pack)",RB-WK-1709DL-4,220,3,0.00%,0.00%,310,3,0.00%,0.00%,63.43%,66.67%,19,0,8.64%,0.00%,$246.81,$0.00,19,0
B08FT7Y6X3,B08FT7Y6X3,"Kimberbell Crossbody Bag Trio Volume 2: Botanical Collection Machine Embroidery Designs CD, Includes: 3 Different Designs - Each Comes in 4 Sizes, for Flower Lovers & Children Accessories",RB-KB-KD558-A,342,5,0.01%,0.01%,434,7,0.01%,0.01%,98.29%,100.00%,19,0,5.56%,0.00%,$759.56,$0.00,19,0
B08NFGG2MQ,B08NFGG2MQ,"Kimberbell Blossoms & Butterflies: Kimberblank Appliqués Machine Embroidery CD-KD598, Includes: Directions, 6 Designs in 3 Sizes - With Variety Of Techniques, Hoop Sizes: 4x4 | 5x7 | 6x10, Made in USA",RB-KB-KD598,718,11,0.01%,0.01%,924,14,0.01%,0.01%,98.67%,100.00%,19,0,2.65%,0.00%,$759.56,$0.00,19,0
B08XXHRPXG,B09FYM44ND,"Kimberbell Bench Pillow: Candy Cane Lane Machine Embroidery Design CD, Completed Size: 16 x 38”, includes: 9 Files + SVG, Step-by-Step Instructions for Beginners to Advanced, 5 x 7” Hoop Size, KD5103",RB-KB-KD5103,909,18,0.02%,0.02%,"1,211",22,0.02%,0.02%,100.00%,100.00%,19,0,2.09%,0.00%,$854.62,$0.00,19,0
B0C91T368T,B0BRNZ3JHG,"OMG Nicole Luxurious Ultra Soft Minky Blanket, Forest Fox in Twilight, 60x72"" Super Soft Fluffy Throw, Throw Blanket for Couch, Bed, Sofa, Premium Quality Handmade in the USA",RB-SS-N-114,"1,815",21,0.04%,0.03%,"3,922",40,0.06%,0.04%,99.61%,100.00%,19,0,1.05%,0.00%,"$3,229.81",$0.00,19,0
B0CBD4514L,B0C9S9JQQP,NADRI Heart Necklace for Women - 18k-Gold-Plated Heart Necklaces for Women - Dainty Jewelry - Hypoallergenic Jewelry,RB-NAD-AN36350GCZ,"5,398",74,0.11%,0.09%,"7,242",93,0.11%,0.09%,96.44%,88.14%,19,0,0.35%,0.00%,"$1,075.00",$0.00,19,0
B0DK7RYCFC,B0DH6YZ247,"Yummy Combs Dog Dental Treats – Fish & Egg Protein – Vet VOHC Approved, Removes Tartar – A Daily Teeth Cleaning Treat for Large Dogs (15 Count)",RC-PBL-125556,200,4,0.00%,0.00%,252,4,0.00%,0.00%,100.00%,100.00%,19,0,9.50%,0.00%,$955.72,$0.00,19,0
B000QFRKRA,B000QFRKRA,AniMed ULC-R-Aid 4 lb,RB-ANI-051936M-1,204,9,0.00%,0.01%,277,10,0.00%,0.01%,20.22%,20.00%,19,0,9.31%,0.00%,$745.75,$0.00,18,0
B00ZCJQFZI,B005GD9AY8,"ANIMED Bug Lyte with Live Yeast Cultures for Horses, 5-Pound (Not for Sale in California)…",RB-ANI-487215M,265,5,0.01%,0.01%,378,5,0.01%,0.00%,87.04%,100.00%,20,0,7.55%,0.00%,"$1,485.00",$0.00,18,0
B00B2FC6LI,B00B2FC6LI,"White Knight Wheel Accessories 1306-14S Zinc Finish 12mm x 1.25 Thread Size Open End Bulge Acorn Lug Nut, (Pack of 4)",RB-WK-1306-14S,156,1,0.00%,0.00%,248,2,0.00%,0.00%,55.65%,100.00%,19,0,12.18%,0.00%,$170.81,$0.00,18,0
B07N8339VK,B00DNPHL24,White Knight M12x1.5 Thread Wheel Lock Set for Aftermarket Wheels - 4 Chrome Wheel Locks with Washers and Key - Mag Lock Seating - Carbon Steel for Durable Construction & Easy Installation - 42710,RB-WHT-42710,"3,242",73,0.07%,0.09%,"4,845",110,0.08%,0.10%,24.79%,74.24%,19,1,0.59%,1.37%,$314.82,$17.49,18,1
B09LNCDXC7,B09LNCDXC7,"PetPrevea Plus Cat Flea Drops - Monthly Cat Flea and Tick Care, Tick, Lice & Flea Assistance for Cats Over 1.5 lbs, 6 Doses",RC-V1-115269-1,320,7,0.01%,0.01%,424,7,0.01%,0.01%,98.31%,83.33%,21,0,6.56%,0.00%,$713.37,$0.00,18,0
B0C1HW5FC3,B0C1HW5FC3,OmegaVite Itch-No-More…,RB-ANI-119637M,104,0,0.00%,0.00%,130,0,0.00%,0.00%,100.00%,0.00%,20,0,19.23%,0.00%,$612.60,$0.00,18,0
B0CBL376H3,B0C9GCCJ8Y,Nadri Heart Stud Earrings For Women - 18K-Gold-Plated Heart Earrings - Gold Studs- Valentines Jewelry for Women,RB-NAD-AD41578GCZ,629,3,0.01%,0.00%,784,6,0.01%,0.01%,99.45%,100.00%,18,0,2.86%,0.00%,$990.00,$0.00,18,0
B0D2DRHCF5,B0D1DN5QZG,"NADRI Wedding Earrings - RSVP CZ Leaf Linear Earrings, 2in x 3/8 in, Wedding Jewelry, Prom Earrings, 18KT Gold Plated Dangle Earrings for Bride",RB-NAD-HO40888GCZ,692,19,0.01%,0.02%,928,34,0.01%,0.03%,99.75%,100.00%,18,0,2.60%,0.00%,$555.00,$0.00,18,0
B0DH8ZHQL5,B0DJPV21TR,"Nadri Snowflake Pin - Christmas Brooch Pins for Women, Xmas Brooches Set Festive Holiday Ornaments Party Gift Costume Jewelry Set",RB-NAD-HH40439RCZ,647,14,0.01%,0.02%,801,14,0.01%,0.01%,100.00%,100.00%,18,0,2.78%,0.00%,"$1,176.00",$0.00,18,0
B0F22KW4C1,B0F22KW4C1,"Sea Foam Deep Creep Penetrating Oil and Lubricant, DC14, 12 oz, Pack of 6",RB-SEA-DC14-6,73,6,0.00%,0.01%,94,6,0.00%,0.01%,95.40%,100.00%,18,5,24.66%,83.33%,$918.00,$255.00,18,5
B0C54K6N9G,B0055E9WT6,"Canine Caviar Buffalo Dog Chews - 6 Inch Buffalo Paddywack Treats for All Breeds and Life Stages, Dog Chews for Aggressive Chewers, Buffalo Neck Meat Dog Chew Treats (4 Pieces)",RB-CAN-810959,151,6,0.00%,0.01%,179,6,0.00%,0.01%,62.80%,0.00%,38,0,25.17%,0.00%,$353.57,$0.00,17,0
B08XXHRPXG,B01IAH7YDU,"Kimberbell Embroidery Machine Bench Pillow - Slice of Summer Throw Pillow Template for Front Porch Decor, Machine Embroidery Pillow Covers and Home Decor, Arts & Crafts Embroidery Patterns on CD",RB-KB-KD522,"1,277",15,0.03%,0.02%,"1,509",19,0.02%,0.02%,95.63%,92.86%,17,0,1.33%,0.00%,$594.66,$0.00,17,0
B01N0JKQ4T,B01N0JKQ4T,"Kimberbell Embroidery Machine Pumpkin Pillow - ""Gather Together"" Bench Pillow Template for Thanksgiving Decorations, Machine Embroidery Fall Decor, Arts & Crafts Embroidery Patterns on CD",RB-KB-KD528,963,9,0.02%,0.01%,"1,239",12,0.02%,0.01%,93.19%,85.71%,17,0,1.77%,0.00%,$594.66,$0.00,17,0
B08ZJ3JLTQ,B07S85RR4P,"Kimberbell Christmas Themed Quilt Pattern - We Whisk You A Merry Christmas Embroidery Machine Design Book, Embroidery Hoop Sizes 4x4, 5x7, 6x10, 8x12, Completed Size: 38x38"", Christmas Embroidery Kit",RB-KB-KD806,"2,197",18,0.05%,0.02%,"2,673",21,0.04%,0.02%,77.31%,73.68%,17,1,0.77%,5.56%,"$1,182.05",$74.98,17,1
B0C91T368T,B0BRVWZ5NT,"OMG Casey Luxurious Ultra Soft Minky Blanket, Wild Rabbit in Nine Iron Color, Minky Fabric, 60x82"" Super Soft Fluffy Throw, Throw Blanket for Couch, Bed, Sofa, Premium Quality Handmade in the USA",RB-SS-C-172,"1,523",28,0.03%,0.03%,"4,321",61,0.07%,0.06%,99.56%,96.77%,17,0,1.12%,0.00%,"$3,383.00",$0.00,17,0
B0D1FW1S9H,B0CZMM7BJ9,"Kimberbell Project Batting Roll – 40x40"" Cotton/Poly Blend for Sewing & Machine Embroidery, Adds Texture & Stability, Scrim Liner, Machine Washable",RB-KB-KDST144,414,4,0.01%,0.00%,494,4,0.01%,0.00%,96.64%,0.00%,19,0,4.59%,0.00%,$503.12,$0.00,17,0
B0DHDC82WN,B0DHDF43KS,"NADRI 3mm Tennis Bracelet, Classic Tennis Bracelet, Tennis Bracelet for Women",RB-NAD-AB33972RCZ,366,5,0.01%,0.01%,494,6,0.01%,0.01%,99.77%,100.00%,17,0,4.64%,0.00%,"$1,350.00",$0.00,17,0
B0041AALWW,B0041AALWW,"AniMed All-Pro for Horses Dogs Cats Cows Sheep and Goats, 5-Pound…",RB-ANI-119599M,240,5,0.00%,0.01%,307,6,0.00%,0.01%,91.53%,83.33%,18,0,7.50%,0.00%,"$1,070.28",$0.00,16,0
B07DFNKW9S,B00B2FCOH4,White Knight M14x1.5 Thread Lug Nuts for Aftermarket or Factory Wheels - 4 Chrome Lug Nuts and Key - Open End Bulge Acorn Seating - Carbon Steel for Durable Construction & Easy Installation - 41900,RB-WHT-41900,"1,066",27,0.02%,0.03%,"1,449",36,0.02%,0.03%,46.81%,82.61%,20,1,1.88%,3.70%,$319.78,$15.97,16,1
B00U1BV1SS,B00U1BV1SS,"Canine Caviar - Free Spirit: Chicken & Pearl Millet Alkaline Dry Dog Food, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (22 Pound Bag)",RC-CAN-801025,5,0,0.00%,0.00%,10,0,0.00%,0.00%,0.00%,0.00%,17,0,340.00%,0.00%,"$1,886.49",$0.00,16,0
B08XXHRPXG,B01HVFUSXA,Kimberbell Machine Embroidery Happy Birthday Bench Pillow CD,RB-KB-KD530,"1,381",23,0.03%,0.03%,"1,644",32,0.03%,0.03%,99.17%,95.00%,16,0,1.16%,0.00%,$558.82,$0.00,16,0
B08ZJ3JLTQ,B07PHVSTPF,Kimberbell Make Yourself at Home Pattern,RB-KB-KD805,"1,392",22,0.03%,0.03%,"1,788",31,0.03%,0.03%,99.17%,100.00%,16,0,1.15%,0.00%,"$1,263.72",$0.00,16,0
B0DX2YSTSJ,B08CVTHK9P,"Learning Dynamics 15 Minute Math Program – Numeric & Math Learning Program Includes Flashcards, Manipulatives, Parent Guide Book – Learn Counting, Order, Value, Math Equations for 4-7 Year Olds",RB-LD-MathKit,463,15,0.01%,0.02%,568,16,0.01%,0.01%,94.34%,80.00%,16,1,3.46%,6.67%,$764.38,$48.98,16,1
B08TX7KLZ9,B09BZZH7WM,"Kimberbell Embellishment Kit Ginger’s Kitchen (16 Pcs): Includes Personalized Buttons, White Ribbon, Applique Glitter, Mylar, Felt, Red Organza, Pair with Machine Embroidery Pillow Design",RB-KB-KDKB1213,486,6,0.01%,0.01%,577,7,0.01%,0.01%,98.83%,100.00%,19,0,3.91%,0.00%,$664.41,$0.00,16,0
B09RCW72T3,B09RCW72T3,Vet One Advita CritterCups Large Dog,RC-V1-510257,80,4,0.00%,0.00%,108,5,0.00%,0.00%,100.00%,100.00%,30,0,37.50%,0.00%,$446.70,$0.00,16,0
B0C91T368T,B0BRPS9QVJ,"OMG Casey Luxurious Ultra Soft Minky Blanket, Galaxy in Mallard, Minky Fabric, 60x82"" Super Soft Fluffy Throw, Throw Blanket for Couch, Bed, Sofa, Premium Quality Handmade in the USA",RB-SS-5288,"1,611",25,0.03%,0.03%,"3,606",58,0.06%,0.05%,100.00%,100.00%,16,1,0.99%,4.00%,"$3,183.97",$198.97,16,1
B0C25TM46B,B0BY9KSYVS,Nadri Pendant Necklace for Women - Glamorous Rhodium Plated Necklace with Large Cushion Cut Cubic Zirconia Stone - Wedding Jewelry and Bridal Gifts,RB-NAD-AN40566GCZC,"1,997",31,0.04%,0.04%,"2,932",56,0.05%,0.05%,98.26%,100.00%,17,0,0.85%,0.00%,$849.04,$0.00,16,0
B0C4Y8TW1V,B009LQEEFQ,"Feline Caviar Dry Cat Food - Free Spirit: Chicken & Salmon - Holistic Limited Ingredient Grain Free Dry Cat Food Entrée, Short or Long-Haired Cats, Nutritious Dry Cat Food, All Stages of Life, 4.4 lbs",RB-CAN-901299,194,6,0.00%,0.01%,221,8,0.00%,0.01%,87.62%,87.50%,15,1,7.73%,16.67%,$449.68,$34.95,15,1
B0DFMW96GX,B01MQJYZZP,"Canine Caviar - Salmon Canned Wet Dog Food, Single Protein Formula, Alkaline Food Topper, Limited Ingredients, Gluten-Free, Based on Science & Research, Veterinary Alternative Diet (12.7 oz, 12-Pack)",RB-CAN-226163,160,1,0.00%,0.00%,209,2,0.00%,0.00%,84.32%,100.00%,18,1,11.25%,100.00%,"$1,115.10",$61.95,15,1
B08XXHRPXG,B01N0JKQ4T,"Kimberbell Embroidery Machine Pumpkin Pillow - ""Gather Together"" Bench Pillow Template for Thanksgiving Decorations, Machine Embroidery Fall Decor, Arts & Crafts Embroidery Patterns on CD",RB-KB-KD528,"1,585",21,0.03%,0.03%,"1,894",23,0.03%,0.02%,99.48%,94.44%,15,0,0.95%,0.00%,$522.12,$0.00,15,0
B08XXHRPXG,B077YP87FG,Game ON! Football Bench Pillow,RB-KB-KD548,"1,047",16,0.02%,0.02%,"1,274",21,0.02%,0.02%,99.50%,100.00%,15,0,1.43%,0.00%,$522.98,$0.00,15,0
B07PHVSTPF,B07PHVSTPF,Kimberbell Make Yourself at Home Pattern,RB-KB-KD805,"2,149",25,0.04%,0.03%,"2,745",33,0.04%,0.03%,95.21%,100.00%,15,0,0.70%,0.00%,"$1,274.70",$0.00,15,0
B0844TVN4R,B0844TVN4R,"Kijaro Dual Lock Low Profile Hard Arm Camping Chair, Hallett Peak Gray",RC-DEN-991381,503,7,0.01%,0.01%,672,11,0.01%,0.01%,72.25%,90.00%,16,0,3.18%,0.00%,$751.38,$0.00,15,0
B0D2YGPXH7,B085SLR1QH,Solstice 38810 Inflatable Luxe Tract Dock - 10' x 8' x 8',RC-SOL-038810,"3,851",109,0.08%,0.13%,"4,764",144,0.07%,0.13%,93.37%,100.00%,15,2,0.39%,1.83%,"$11,550.00","$1,650.00",15,2
B09C6GPCGW,B09C6GPCGW,"Iron-Away Topping Specialty Stabilizer - Kimberbell Stabilizer 12"" x 10 Yds Cut into Variable Sizes, Stabilizer For Embroidery Machine Projects, Hand Sewing, Quilting, Appliqués, Iron-On and More",RB-KB-KDST135,146,5,0.00%,0.01%,172,7,0.00%,0.01%,100.00%,100.00%,15,0,10.27%,0.00%,$254.70,$0.00,15,0
B0D2YGPXH7,B09TFVG5XJ,"Solstice Circular Mesh Dock - Gray/Blue, 8'x8'",RC-SOL-038080,"15,225",220,0.32%,0.27%,"20,809",315,0.32%,0.29%,24.57%,30.82%,15,1,0.10%,0.45%,"$9,600.00",$640.00,15,1
B0DK7RYCFC,B0DH6PY79C,"Yummy Combs Dog Dental Treats – Fish & Egg Protein – Vet VOHC Approved, Removes Tartar – A Daily Teeth Cleaning Treat for Medium Dogs (30 Count)",RC-PBL-125555,144,2,0.00%,0.00%,171,3,0.00%,0.00%,100.00%,0.00%,15,0,10.42%,0.00%,$857.85,$0.00,15,0
B0DHDBM6W3,B0DJPV95PY,"NADRI Tennis Bracelet – Loveall SGL Slider Tennis Bracelet with Brilliant-Cut Cubic Zirconia Stones, Tennis Bracelets For Women",RB-NAD-HB40663GCZ,330,6,0.01%,0.01%,472,6,0.01%,0.01%,98.35%,100.00%,15,0,4.55%,0.00%,$875.00,$0.00,15,0
B0F4287P75,B0DVMK7SKJ,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Large | 60 Count 2- Month Supply",RB-VB-125909,99,3,0.00%,0.00%,159,4,0.00%,0.00%,97.00%,100.00%,16,0,16.16%,0.00%,"$1,223.84",$0.00,15,0
B0F2TP8DML,B0DVMVSCYB,"Virbac URSOLYX Soft Chews for Dogs | Muscle Health Support for Senior, Active or Recovering Dogs, Small | 60 Count 2- Month Supply",RB-VB-125907,166,5,0.00%,0.01%,241,7,0.00%,0.01%,96.88%,100.00%,15,0,9.04%,0.00%,$862.35,$0.00,15,0
